name,name_aon,level,url_search,url_aon,match
Lunge,Lunge,2,https://2e.aonprd.com/Search.aspx?query=Lunge,https://2e.aonprd.com/Feats.aspx?ID=369,True
Double Shot,Double Shot,4,https://2e.aonprd.com/Search.aspx?query=Double Shot,https://2e.aonprd.com/Feats.aspx?ID=370,True
Dual-Handed Assault,Dual-Handed Assault,4,https://2e.aonprd.com/Search.aspx?query=Dual-Handed Assault,https://2e.aonprd.com/Feats.aspx?ID=371,True
Knockdown,Knockdown,4,https://2e.aonprd.com/Search.aspx?query=Knockdown,https://2e.aonprd.com/Feats.aspx?ID=372,True
Powerful Shove,Powerful Shove,4,https://2e.aonprd.com/Search.aspx?query=Powerful Shove,https://2e.aonprd.com/Feats.aspx?ID=373,True
Quick Reversal,Quick Reversal,4,https://2e.aonprd.com/Search.aspx?query=Quick Reversal,https://2e.aonprd.com/Feats.aspx?ID=374,True
Shielded Stride,Shielded Stride,4,https://2e.aonprd.com/Search.aspx?query=Shielded Stride,https://2e.aonprd.com/Feats.aspx?ID=375,True
Twin Parry,Twin Parry,4,https://2e.aonprd.com/Search.aspx?query=Twin Parry,https://2e.aonprd.com/Feats.aspx?ID=377,True
Advanced Weapon Training,Advanced Weapon Training,6,https://2e.aonprd.com/Search.aspx?query=Advanced Weapon Training,https://2e.aonprd.com/Feats.aspx?ID=378,True
Advantageous Assault,Advantageous Assault,6,https://2e.aonprd.com/Search.aspx?query=Advantageous Assault,https://2e.aonprd.com/Feats.aspx?ID=379,True
Disarming Stance,Disarming Stance,6,https://2e.aonprd.com/Search.aspx?query=Disarming Stance,https://2e.aonprd.com/Feats.aspx?ID=380,True
Furious Focus,Furious Focus,6,https://2e.aonprd.com/Search.aspx?query=Furious Focus,https://2e.aonprd.com/Feats.aspx?ID=381,True
Guardian’s Deflection,,-1,https://2e.aonprd.com/Search.aspx?query=Guardian’s Deflection,https://2e.aonprd.com/Search.aspx?query=Guardian%u2019s+Deflection,False
Reflexive Shield,Reflexive Shield,6,https://2e.aonprd.com/Search.aspx?query=Reflexive Shield,https://2e.aonprd.com/Feats.aspx?ID=383,True
Revealing Stab,Revealing Stab,6,https://2e.aonprd.com/Search.aspx?query=Revealing Stab,https://2e.aonprd.com/Feats.aspx?ID=384,True
Shatter Defenses,Shatter Defenses,6,https://2e.aonprd.com/Search.aspx?query=Shatter Defenses,https://2e.aonprd.com/Feats.aspx?ID=385,True
Shield Warden (Fighter),Shield Warden,6,https://2e.aonprd.com/Search.aspx?query=Shield Warden,https://2e.aonprd.com/Feats.aspx?ID=229,True
Triple Shot,Triple Shot,6,https://2e.aonprd.com/Search.aspx?query=Triple Shot,https://2e.aonprd.com/Feats.aspx?ID=387,True
Blind-Fight,Blind-Fight,8,https://2e.aonprd.com/Search.aspx?query=Blind-Fight,https://2e.aonprd.com/Feats.aspx?ID=388,True
Dueling Riposte,Dueling Riposte,8,https://2e.aonprd.com/Search.aspx?query=Dueling Riposte,https://2e.aonprd.com/Feats.aspx?ID=389,True
Felling Strike,Felling Strike,8,https://2e.aonprd.com/Search.aspx?query=Felling Strike,https://2e.aonprd.com/Feats.aspx?ID=390,True
Incredible Aim,Incredible Aim,8,https://2e.aonprd.com/Search.aspx?query=Incredible Aim,https://2e.aonprd.com/Feats.aspx?ID=391,True
Mobile Shot Stance,Mobile Shot Stance,8,https://2e.aonprd.com/Search.aspx?query=Mobile Shot Stance,https://2e.aonprd.com/Feats.aspx?ID=392,True
Positioning Assault,Positioning Assault,8,https://2e.aonprd.com/Search.aspx?query=Positioning Assault,https://2e.aonprd.com/Feats.aspx?ID=393,True
Quick Shield Block,Quick Shield Block,8,https://2e.aonprd.com/Search.aspx?query=Quick Shield Block,https://2e.aonprd.com/Feats.aspx?ID=394,True
Sudden Leap (Fighter),Sudden Leap,8,https://2e.aonprd.com/Search.aspx?query=Sudden Leap,https://2e.aonprd.com/Feats.aspx?ID=155,True
Agile Grace,Agile Grace,10,https://2e.aonprd.com/Search.aspx?query=Agile Grace,https://2e.aonprd.com/Feats.aspx?ID=396,True
Certain Strike,Certain Strike,10,https://2e.aonprd.com/Search.aspx?query=Certain Strike,https://2e.aonprd.com/Feats.aspx?ID=397,True
Combat Reflexes,Combat Reflexes,10,https://2e.aonprd.com/Search.aspx?query=Combat Reflexes,https://2e.aonprd.com/Feats.aspx?ID=398,True
Debilitating Shot,Debilitating Shot,10,https://2e.aonprd.com/Search.aspx?query=Debilitating Shot,https://2e.aonprd.com/Feats.aspx?ID=399,True
Disarming Twist,Disarming Twist,10,https://2e.aonprd.com/Search.aspx?query=Disarming Twist,https://2e.aonprd.com/Feats.aspx?ID=400,True
Disruptive Stance,Disruptive Stance,10,https://2e.aonprd.com/Search.aspx?query=Disruptive Stance,https://2e.aonprd.com/Feats.aspx?ID=401,True
Fearsome Brute,Fearsome Brute,10,https://2e.aonprd.com/Search.aspx?query=Fearsome Brute,https://2e.aonprd.com/Feats.aspx?ID=402,True
Improved Knockdown,Improved Knockdown,10,https://2e.aonprd.com/Search.aspx?query=Improved Knockdown,https://2e.aonprd.com/Feats.aspx?ID=403,True
Mirror Shield,Mirror Shield,10,https://2e.aonprd.com/Search.aspx?query=Mirror Shield,https://2e.aonprd.com/Feats.aspx?ID=404,True
Brutal Finish,Brutal Finish,12,https://2e.aonprd.com/Search.aspx?query=Brutal Finish,https://2e.aonprd.com/Feats.aspx?ID=406,True
Dueling Dance,Dueling Dance,12,https://2e.aonprd.com/Search.aspx?query=Dueling Dance,https://2e.aonprd.com/Feats.aspx?ID=407,True
Flinging Shove,Flinging Shove,12,https://2e.aonprd.com/Search.aspx?query=Flinging Shove,https://2e.aonprd.com/Feats.aspx?ID=408,True
Improved Dueling Riposte,Improved Dueling Riposte,12,https://2e.aonprd.com/Search.aspx?query=Improved Dueling Riposte,https://2e.aonprd.com/Feats.aspx?ID=409,True
Incredible Ricochet,Incredible Ricochet,12,https://2e.aonprd.com/Search.aspx?query=Incredible Ricochet,https://2e.aonprd.com/Feats.aspx?ID=410,True
Lunging Stance,Lunging Stance,12,https://2e.aonprd.com/Search.aspx?query=Lunging Stance,https://2e.aonprd.com/Feats.aspx?ID=411,True
Paragon’s Guard,,-1,https://2e.aonprd.com/Search.aspx?query=Paragon’s Guard,https://2e.aonprd.com/Search.aspx?query=Paragon%u2019s+Guard,False
Spring Attack,Spring Attack,12,https://2e.aonprd.com/Search.aspx?query=Spring Attack,https://2e.aonprd.com/Feats.aspx?ID=413,True
Desperate Finisher,Desperate Finisher,14,https://2e.aonprd.com/Search.aspx?query=Desperate Finisher,https://2e.aonprd.com/Feats.aspx?ID=414,True
Determination,Determination,14,https://2e.aonprd.com/Search.aspx?query=Determination,https://2e.aonprd.com/Feats.aspx?ID=415,True
Guiding Finish,Guiding Finish,14,https://2e.aonprd.com/Search.aspx?query=Guiding Finish,https://2e.aonprd.com/Feats.aspx?ID=416,True
Guiding Riposte,Guiding Riposte,14,https://2e.aonprd.com/Search.aspx?query=Guiding Riposte,https://2e.aonprd.com/Feats.aspx?ID=417,True
Improved Twin Riposte (Fighter),Improved Twin Riposte (Fighter),14,https://2e.aonprd.com/Search.aspx?query=Improved Twin Riposte,https://2e.aonprd.com/Feats.aspx?ID=418,False
Stance Savant (Fighter),Stance Savant (Fighter),14,https://2e.aonprd.com/Search.aspx?query=Stance Savant,https://2e.aonprd.com/Feats.aspx?ID=419,False
Two-Weapon Flurry,Two-Weapon Flurry,14,https://2e.aonprd.com/Search.aspx?query=Two-Weapon Flurry,https://2e.aonprd.com/Feats.aspx?ID=420,True
Graceful Poise,Graceful Poise,16,https://2e.aonprd.com/Search.aspx?query=Graceful Poise,https://2e.aonprd.com/Feats.aspx?ID=422,True
Improved Reflexive Shield,Improved Reflexive Shield,16,https://2e.aonprd.com/Search.aspx?query=Improved Reflexive Shield,https://2e.aonprd.com/Feats.aspx?ID=423,True
Multishot Stance,Multishot Stance,16,https://2e.aonprd.com/Search.aspx?query=Multishot Stance,https://2e.aonprd.com/Feats.aspx?ID=424,True
Twinned Defense,Twinned Defense,16,https://2e.aonprd.com/Search.aspx?query=Twinned Defense,https://2e.aonprd.com/Feats.aspx?ID=425,True
Impossible Volley,Impossible Volley,18,https://2e.aonprd.com/Search.aspx?query=Impossible Volley,https://2e.aonprd.com/Feats.aspx?ID=426,True
Savage Critical,Savage Critical,18,https://2e.aonprd.com/Search.aspx?query=Savage Critical,https://2e.aonprd.com/Feats.aspx?ID=427,True
Boudless Reprisals,Boundless Reprisals,20,https://2e.aonprd.com/Search.aspx?query=Boudless Reprisals,https://2e.aonprd.com/Feats.aspx?ID=428,False
Weapon Supremacy,Weapon Supremacy,20,https://2e.aonprd.com/Search.aspx?query=Weapon Supremacy,https://2e.aonprd.com/Feats.aspx?ID=429,True
Crane Stance,Crane Stance,1,https://2e.aonprd.com/Search.aspx?query=Crane Stance,https://2e.aonprd.com/Feats.aspx?ID=430,True
Dragon Stance,Dragon Stance,1,https://2e.aonprd.com/Search.aspx?query=Dragon Stance,https://2e.aonprd.com/Feats.aspx?ID=431,True
Ki Rush,Ki Rush,1,https://2e.aonprd.com/Search.aspx?query=Ki Rush,https://2e.aonprd.com/Feats.aspx?ID=432,True
Ki Strike,,1,https://2e.aonprd.com/Search.aspx?query=Ki Strike,https://2e.aonprd.com/Spells.aspx?ID=486,False
Monastic Weaponry,Monastic Weaponry,1,https://2e.aonprd.com/Search.aspx?query=Monastic Weaponry,https://2e.aonprd.com/Feats.aspx?ID=434,True
Mountain Stance,Mountain Stance,1,https://2e.aonprd.com/Search.aspx?query=Mountain Stance,https://2e.aonprd.com/Feats.aspx?ID=435,True
Tiger Stance,Tiger Stance,1,https://2e.aonprd.com/Search.aspx?query=Tiger Stance,https://2e.aonprd.com/Feats.aspx?ID=436,True
Wolf Stance,Wolf Stance,1,https://2e.aonprd.com/Search.aspx?query=Wolf Stance,https://2e.aonprd.com/Feats.aspx?ID=437,True
Brawling Focus,Brawling Focus,2,https://2e.aonprd.com/Search.aspx?query=Brawling Focus,https://2e.aonprd.com/Feats.aspx?ID=438,True
Crushing Grab,Crushing Grab,2,https://2e.aonprd.com/Search.aspx?query=Crushing Grab,https://2e.aonprd.com/Feats.aspx?ID=439,True
Dancing Leaf,Dancing Leaf,2,https://2e.aonprd.com/Search.aspx?query=Dancing Leaf,https://2e.aonprd.com/Feats.aspx?ID=440,True
Elemental Fist,Elemental Fist,2,https://2e.aonprd.com/Search.aspx?query=Elemental Fist,https://2e.aonprd.com/Feats.aspx?ID=441,True
Stunning Fist,Stunning Fist,2,https://2e.aonprd.com/Search.aspx?query=Stunning Fist,https://2e.aonprd.com/Feats.aspx?ID=442,True
Deflect Arrows,Deflect Arrows,4,https://2e.aonprd.com/Search.aspx?query=Deflect Arrows,https://2e.aonprd.com/Feats.aspx?ID=443,True
Flurry of Maneuvers,Flurry of Maneuvers,4,https://2e.aonprd.com/Search.aspx?query=Flurry of Maneuvers,https://2e.aonprd.com/Feats.aspx?ID=444,True
Flying Kick,Flying Kick,4,https://2e.aonprd.com/Search.aspx?query=Flying Kick,https://2e.aonprd.com/Feats.aspx?ID=445,True
Guarded Movement,Guarded Movement,4,https://2e.aonprd.com/Search.aspx?query=Guarded Movement,https://2e.aonprd.com/Feats.aspx?ID=446,True
Stand Still,Stand Still,4,https://2e.aonprd.com/Search.aspx?query=Stand Still,https://2e.aonprd.com/Feats.aspx?ID=447,True
Wholeness of Body,Wholeness of Body,4,https://2e.aonprd.com/Search.aspx?query=Wholeness of Body,https://2e.aonprd.com/Feats.aspx?ID=448,True
Abundant Step,Abundant Step,6,https://2e.aonprd.com/Search.aspx?query=Abundant Step,https://2e.aonprd.com/Feats.aspx?ID=449,True
Crane Flutter,Crane Flutter,6,https://2e.aonprd.com/Search.aspx?query=Crane Flutter,https://2e.aonprd.com/Feats.aspx?ID=450,True
Dragon Roar,Dragon Roar,6,https://2e.aonprd.com/Search.aspx?query=Dragon Roar,https://2e.aonprd.com/Feats.aspx?ID=451,True
Ki Blast,,3,https://2e.aonprd.com/Search.aspx?query=Ki Blast,https://2e.aonprd.com/Spells.aspx?ID=484,False
Mountain Stronghold,Mountain Stronghold,6,https://2e.aonprd.com/Search.aspx?query=Mountain Stronghold,https://2e.aonprd.com/Feats.aspx?ID=453,True
Tiger Slash,Tiger Slash,6,https://2e.aonprd.com/Search.aspx?query=Tiger Slash,https://2e.aonprd.com/Feats.aspx?ID=454,True
Water Step,Water Step,6,https://2e.aonprd.com/Search.aspx?query=Water Step,https://2e.aonprd.com/Feats.aspx?ID=455,True
Whirling Throw,Whirling Throw,6,https://2e.aonprd.com/Search.aspx?query=Whirling Throw,https://2e.aonprd.com/Feats.aspx?ID=456,True
Wolf Drag,Wolf Drag,6,https://2e.aonprd.com/Search.aspx?query=Wolf Drag,https://2e.aonprd.com/Feats.aspx?ID=457,True
Arrow Snatching ,Arrow Snatching ,8,https://2e.aonprd.com/Search.aspx?query=Arrow Snatching ,https://2e.aonprd.com/Feats.aspx?ID=458,True
Ironblood Stance,Ironblood Stance,8,https://2e.aonprd.com/Search.aspx?query=Ironblood Stance,https://2e.aonprd.com/Feats.aspx?ID=459,True
Mixed Maneuver,Mixed Maneuver,8,https://2e.aonprd.com/Search.aspx?query=Mixed Maneuver,https://2e.aonprd.com/Feats.aspx?ID=460,True
Tangled Forest Stance,Tangled Forest Stance,8,https://2e.aonprd.com/Search.aspx?query=Tangled Forest Stance,https://2e.aonprd.com/Feats.aspx?ID=461,True
Wall Run,Wall Run,8,https://2e.aonprd.com/Search.aspx?query=Wall Run,https://2e.aonprd.com/Feats.aspx?ID=462,True
Wild Winds Initiate,Wild Winds Initiate,8,https://2e.aonprd.com/Search.aspx?query=Wild Winds Initiate,https://2e.aonprd.com/Feats.aspx?ID=463,True
Knockback Strike,Knockback Strike,10,https://2e.aonprd.com/Search.aspx?query=Knockback Strike,https://2e.aonprd.com/Feats.aspx?ID=464,True
Sleeper Hold,Sleeper Hold,10,https://2e.aonprd.com/Search.aspx?query=Sleeper Hold,https://2e.aonprd.com/Feats.aspx?ID=465,True
Wind Jump,Wind Jump,10,https://2e.aonprd.com/Search.aspx?query=Wind Jump,https://2e.aonprd.com/Feats.aspx?ID=466,True
Winding Flow,Winding Flow,10,https://2e.aonprd.com/Search.aspx?query=Winding Flow,https://2e.aonprd.com/Feats.aspx?ID=467,True
Diamond Soul,Diamond Soul,12,https://2e.aonprd.com/Search.aspx?query=Diamond Soul,https://2e.aonprd.com/Feats.aspx?ID=468,True
Disrupt Ki,Disrupt Ki,12,https://2e.aonprd.com/Search.aspx?query=Disrupt Ki,https://2e.aonprd.com/Feats.aspx?ID=469,True
Improved Knockback,Improved Knockback,12,https://2e.aonprd.com/Search.aspx?query=Improved Knockback,https://2e.aonprd.com/Feats.aspx?ID=470,True
Meditative Focus,Meditative Focus,12,https://2e.aonprd.com/Search.aspx?query=Meditative Focus,https://2e.aonprd.com/Feats.aspx?ID=471,True
Stance Savant (Monk),Stance Savant (Fighter),14,https://2e.aonprd.com/Search.aspx?query=Stance Savant,https://2e.aonprd.com/Feats.aspx?ID=419,False
Ironblood Surge,Ironblood Surge,14,https://2e.aonprd.com/Search.aspx?query=Ironblood Surge,https://2e.aonprd.com/Feats.aspx?ID=473,True
Moutain Quake,Moutain Quake,14,https://2e.aonprd.com/Search.aspx?query=Moutain Quake,https://2e.aonprd.com/Feats.aspx?ID=474,True
Tangled Forest Rake,Tangled Forest Rake,14,https://2e.aonprd.com/Search.aspx?query=Tangled Forest Rake,https://2e.aonprd.com/Feats.aspx?ID=475,True
Timeless Body,Timeless Body,14,https://2e.aonprd.com/Search.aspx?query=Timeless Body,https://2e.aonprd.com/Feats.aspx?ID=476,True
Tongue of the Sun and Moon,Tongue of the Sun and Moon,14,https://2e.aonprd.com/Search.aspx?query=Tongue of the Sun and Moon,https://2e.aonprd.com/Feats.aspx?ID=477,True
Wild Winds Gust,Wild Winds Gust,16,https://2e.aonprd.com/Search.aspx?query=Wild Winds Gust,https://2e.aonprd.com/Feats.aspx?ID=478,True
Enlightened Presence,Enlightened Presence,16,https://2e.aonprd.com/Search.aspx?query=Enlightened Presence,https://2e.aonprd.com/Feats.aspx?ID=479,True
Master of Many Styles,Master of Many Styles,16,https://2e.aonprd.com/Search.aspx?query=Master of Many Styles,https://2e.aonprd.com/Feats.aspx?ID=480,True
Quivering Palm,,8,https://2e.aonprd.com/Search.aspx?query=Quivering Palm,https://2e.aonprd.com/Spells.aspx?ID=487,False
Shattering Strike,Shattering Strike,16,https://2e.aonprd.com/Search.aspx?query=Shattering Strike,https://2e.aonprd.com/Feats.aspx?ID=482,True
Diamond Fists,Diamond Fists,18,https://2e.aonprd.com/Search.aspx?query=Diamond Fists,https://2e.aonprd.com/Feats.aspx?ID=483,True
Empty Body,Empty Body,18,https://2e.aonprd.com/Search.aspx?query=Empty Body,https://2e.aonprd.com/Feats.aspx?ID=484,True
Meditative Wellspring,Meditative Wellspring,18,https://2e.aonprd.com/Search.aspx?query=Meditative Wellspring,https://2e.aonprd.com/Feats.aspx?ID=485,True
Swift River,Swift River,18,https://2e.aonprd.com/Search.aspx?query=Swift River,https://2e.aonprd.com/Feats.aspx?ID=486,True
Enduring Quickness,Enduring Quickness,20,https://2e.aonprd.com/Search.aspx?query=Enduring Quickness,https://2e.aonprd.com/Feats.aspx?ID=487,True
Fuse Stance,Fuse Stance,20,https://2e.aonprd.com/Search.aspx?query=Fuse Stance,https://2e.aonprd.com/Feats.aspx?ID=488,True
Impossible Technique,Impossible Technique,20,https://2e.aonprd.com/Search.aspx?query=Impossible Technique,https://2e.aonprd.com/Feats.aspx?ID=489,True
Animal Companion (Ranger),Animal Companion,1,https://2e.aonprd.com/Search.aspx?query=Animal Companion,https://2e.aonprd.com/Feats.aspx?ID=311,True
Crossbow Ace,Crossbow Ace,1,https://2e.aonprd.com/Search.aspx?query=Crossbow Ace,https://2e.aonprd.com/Feats.aspx?ID=491,True
Hunted Shot,Hunted Shot,1,https://2e.aonprd.com/Search.aspx?query=Hunted Shot,https://2e.aonprd.com/Feats.aspx?ID=492,True
Monster Hunter,Monster Hunter,1,https://2e.aonprd.com/Search.aspx?query=Monster Hunter,https://2e.aonprd.com/Feats.aspx?ID=493,True
Twin Takedown,Twin Takedown,1,https://2e.aonprd.com/Search.aspx?query=Twin Takedown,https://2e.aonprd.com/Feats.aspx?ID=494,True
Favored Terrain,Favored Terrain,2,https://2e.aonprd.com/Search.aspx?query=Favored Terrain,https://2e.aonprd.com/Feats.aspx?ID=495,True
Hunter’s Aim,,-1,https://2e.aonprd.com/Search.aspx?query=Hunter’s Aim,https://2e.aonprd.com/Search.aspx?query=Hunter%u2019s+Aim,False
Monster Warden,Monster Warden,2,https://2e.aonprd.com/Search.aspx?query=Monster Warden,https://2e.aonprd.com/Feats.aspx?ID=497,True
Quick Draw,Quick Draw,2,https://2e.aonprd.com/Search.aspx?query=Quick Draw,https://2e.aonprd.com/Feats.aspx?ID=498,True
Wild Empathy,Wild Empathy,2,https://2e.aonprd.com/Search.aspx?query=Wild Empathy,https://2e.aonprd.com/Feats.aspx?ID=499,True
Companion’s Cry,,-1,https://2e.aonprd.com/Search.aspx?query=Companion’s Cry,https://2e.aonprd.com/Search.aspx?query=Companion%u2019s+Cry,False
Disrupt Prey,Disrupt Prey,4,https://2e.aonprd.com/Search.aspx?query=Disrupt Prey,https://2e.aonprd.com/Feats.aspx?ID=501,True
Far Shot,Far Shot,4,https://2e.aonprd.com/Search.aspx?query=Far Shot,https://2e.aonprd.com/Feats.aspx?ID=502,True
Favored Enemy,Favored Enemy,4,https://2e.aonprd.com/Search.aspx?query=Favored Enemy,https://2e.aonprd.com/Feats.aspx?ID=503,True
Running Reload,Running Reload,4,https://2e.aonprd.com/Search.aspx?query=Running Reload,https://2e.aonprd.com/Feats.aspx?ID=504,True
Scout’s Warning,,-1,https://2e.aonprd.com/Search.aspx?query=Scout’s Warning,https://2e.aonprd.com/Search.aspx?query=Scout%u2019s+Warning,False
Snare Specialist,Snare Specialist,4,https://2e.aonprd.com/Search.aspx?query=Snare Specialist,https://2e.aonprd.com/Feats.aspx?ID=506,True
Twin Parry (Ranger),Twin Parry,4,https://2e.aonprd.com/Search.aspx?query=Twin Parry,https://2e.aonprd.com/Feats.aspx?ID=377,True
Mature Animal Companion (Ranger),Mature Animal Companion (Druid),4,https://2e.aonprd.com/Search.aspx?query=Mature Animal Companion,https://2e.aonprd.com/Feats.aspx?ID=322,False
Quick Snares,Quick Snares,6,https://2e.aonprd.com/Search.aspx?query=Quick Snares,https://2e.aonprd.com/Feats.aspx?ID=509,True
Skirmish Strike,Skirmish Strike,6,https://2e.aonprd.com/Search.aspx?query=Skirmish Strike,https://2e.aonprd.com/Feats.aspx?ID=510,True
Snap Shot,Snap Shot,6,https://2e.aonprd.com/Search.aspx?query=Snap Shot,https://2e.aonprd.com/Feats.aspx?ID=511,True
Swift Tracker,Swift Tracker,6,https://2e.aonprd.com/Search.aspx?query=Swift Tracker,https://2e.aonprd.com/Feats.aspx?ID=512,True
Deadly Aim,Deadly Aim,8,https://2e.aonprd.com/Search.aspx?query=Deadly Aim,https://2e.aonprd.com/Feats.aspx?ID=514,True
Hazard Finder,Hazard Finder,8,https://2e.aonprd.com/Search.aspx?query=Hazard Finder,https://2e.aonprd.com/Feats.aspx?ID=515,True
Powerful Snares,Powerful Snares,8,https://2e.aonprd.com/Search.aspx?query=Powerful Snares,https://2e.aonprd.com/Feats.aspx?ID=516,True
Terrain Master,Terrain Master,8,https://2e.aonprd.com/Search.aspx?query=Terrain Master,https://2e.aonprd.com/Feats.aspx?ID=517,True
Warden’s Boon,,-1,https://2e.aonprd.com/Search.aspx?query=Warden’s Boon,https://2e.aonprd.com/Search.aspx?query=Warden%u2019s+Boon,False
Camouflage,Camouflage,10,https://2e.aonprd.com/Search.aspx?query=Camouflage,https://2e.aonprd.com/Feats.aspx?ID=519,True
Incredible Companion (Ranger),Incredible Companion (Druid),8,https://2e.aonprd.com/Search.aspx?query=Incredible Companion,https://2e.aonprd.com/Feats.aspx?ID=332,False
Master Monster Hunter,Master Monster Hunter,10,https://2e.aonprd.com/Search.aspx?query=Master Monster Hunter,https://2e.aonprd.com/Feats.aspx?ID=521,True
Penetrating Shot,Penetrating Shot,10,https://2e.aonprd.com/Search.aspx?query=Penetrating Shot,https://2e.aonprd.com/Feats.aspx?ID=522,True
Twin Riposte,Twin Riposte,10,https://2e.aonprd.com/Search.aspx?query=Twin Riposte,https://2e.aonprd.com/Feats.aspx?ID=523,True
Warden’s Step,,-1,https://2e.aonprd.com/Search.aspx?query=Warden’s Step,https://2e.aonprd.com/Search.aspx?query=Warden%u2019s+Step,False
Distracting Shot,Distracting Shot,12,https://2e.aonprd.com/Search.aspx?query=Distracting Shot,https://2e.aonprd.com/Feats.aspx?ID=525,True
Double Prey,Double Prey,12,https://2e.aonprd.com/Search.aspx?query=Double Prey,https://2e.aonprd.com/Feats.aspx?ID=526,True
Lightning Snares,Lightning Snares,12,https://2e.aonprd.com/Search.aspx?query=Lightning Snares,https://2e.aonprd.com/Feats.aspx?ID=527,True
Second Sting,Second Sting,12,https://2e.aonprd.com/Search.aspx?query=Second Sting,https://2e.aonprd.com/Feats.aspx?ID=528,True
Side by Side (Ranger),Side by Side (Druid),10,https://2e.aonprd.com/Search.aspx?query=Side by Side,https://2e.aonprd.com/Feats.aspx?ID=339,False
Sense the Unseen (Ranger),Sense the Unseen,14,https://2e.aonprd.com/Search.aspx?query=Sense the Unseen,https://2e.aonprd.com/Feats.aspx?ID=530,True
Shared Prey,Shared Prey,14,https://2e.aonprd.com/Search.aspx?query=Shared Prey,https://2e.aonprd.com/Feats.aspx?ID=531,True
Stealthy Companion,Stealthy Companion,14,https://2e.aonprd.com/Search.aspx?query=Stealthy Companion,https://2e.aonprd.com/Feats.aspx?ID=532,True
Targeting Shot,Targeting Shot,14,https://2e.aonprd.com/Search.aspx?query=Targeting Shot,https://2e.aonprd.com/Feats.aspx?ID=533,True
Warden’s Guidance,,-1,https://2e.aonprd.com/Search.aspx?query=Warden’s Guidance,https://2e.aonprd.com/Search.aspx?query=Warden%u2019s+Guidance,False
Greater Distracting Shot,Greater Distracting Shot,16,https://2e.aonprd.com/Search.aspx?query=Greater Distracting Shot,https://2e.aonprd.com/Feats.aspx?ID=535,True
Improved Twin Riposte (Ranger),Improved Twin Riposte (Fighter),14,https://2e.aonprd.com/Search.aspx?query=Improved Twin Riposte,https://2e.aonprd.com/Feats.aspx?ID=418,False
Legendary Monster Hunter,Legendary Monster Hunter,16,https://2e.aonprd.com/Search.aspx?query=Legendary Monster Hunter,https://2e.aonprd.com/Feats.aspx?ID=537,True
Specialized Companion (Ranger),Specialized Companion (Druid),14,https://2e.aonprd.com/Search.aspx?query=Specialized Companion,https://2e.aonprd.com/Feats.aspx?ID=344,False
Ubiquitous Snares,Ubiquitous Snares,16,https://2e.aonprd.com/Search.aspx?query=Ubiquitous Snares,https://2e.aonprd.com/Feats.aspx?ID=539,True
Impossible Flurry,Impossible Flurry,18,https://2e.aonprd.com/Search.aspx?query=Impossible Flurry,https://2e.aonprd.com/Feats.aspx?ID=540,True
Manifold Edge,Manifold Edge,18,https://2e.aonprd.com/Search.aspx?query=Manifold Edge,https://2e.aonprd.com/Feats.aspx?ID=542,True
Masterful Companion,Masterful Companion,18,https://2e.aonprd.com/Search.aspx?query=Masterful Companion,https://2e.aonprd.com/Feats.aspx?ID=543,True
Perfect Shot,Perfect Shot,18,https://2e.aonprd.com/Search.aspx?query=Perfect Shot,https://2e.aonprd.com/Feats.aspx?ID=544,True
Shadow Hunter,Shadow Hunter,18,https://2e.aonprd.com/Search.aspx?query=Shadow Hunter,https://2e.aonprd.com/Feats.aspx?ID=545,True
Legendary Shot,Legendary Shot,20,https://2e.aonprd.com/Search.aspx?query=Legendary Shot,https://2e.aonprd.com/Feats.aspx?ID=546,True
To the Ends of the Earth,To the Ends of the Earth,20,https://2e.aonprd.com/Search.aspx?query=To the Ends of the Earth,https://2e.aonprd.com/Feats.aspx?ID=547,True
Triple Threat,Triple Threat,20,https://2e.aonprd.com/Search.aspx?query=Triple Threat,https://2e.aonprd.com/Feats.aspx?ID=548,True
Ultimate Skirmisher,Ultimate Skirmisher,20,https://2e.aonprd.com/Search.aspx?query=Ultimate Skirmisher,https://2e.aonprd.com/Feats.aspx?ID=549,True
Nimble Dodge,Nimble Dodge,1,https://2e.aonprd.com/Search.aspx?query=Nimble Dodge,https://2e.aonprd.com/Feats.aspx?ID=550,True
Trap Finder,Trap Finder,1,https://2e.aonprd.com/Search.aspx?query=Trap Finder,https://2e.aonprd.com/Feats.aspx?ID=551,True
Twin Feint,Twin Feint,1,https://2e.aonprd.com/Search.aspx?query=Twin Feint,https://2e.aonprd.com/Feats.aspx?ID=552,True
You’re Next,,-1,https://2e.aonprd.com/Search.aspx?query=You’re Next,https://2e.aonprd.com/Search.aspx?query=You%u2019re+Next,False
Brutal Beating,Brutal Beating,2,https://2e.aonprd.com/Search.aspx?query=Brutal Beating,https://2e.aonprd.com/Feats.aspx?ID=554,True
Distracting Feint,Distracting Feint,2,https://2e.aonprd.com/Search.aspx?query=Distracting Feint,https://2e.aonprd.com/Feats.aspx?ID=555,True
Minor Magic,Minor Magic,2,https://2e.aonprd.com/Search.aspx?query=Minor Magic,https://2e.aonprd.com/Feats.aspx?ID=556,True
Mobility,Mobility,2,https://2e.aonprd.com/Search.aspx?query=Mobility,https://2e.aonprd.com/Feats.aspx?ID=557,True
Unbalancing Blow,Unbalancing Blow,2,https://2e.aonprd.com/Search.aspx?query=Unbalancing Blow,https://2e.aonprd.com/Feats.aspx?ID=559,True
